dopant,dose(cm^-2),energy(KeV),wavelength(um),repetition rate (KHz),power (W),temperature( C ),measurement1,measurement2,measurement3,measurement4,measurement5,measurement6,measurement7,measurement8,measurement9,average value,simulation value
2,2000000000000000.0,25,355,100,0.496,300,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,1.00E+11,100000000000.0,100000000000.0,100000000000.0,100000000000.0,647.5
1,2000000000000000.0,10,355,50,1.659,25,419.0,419.0,419.0,420.0,420.0,4.20E+02,419.0,418.0,419.0,419.1666667,415.5
1,500000000000000.0,55,0,0,0.0,25,63700000.0,62000000.0,62900000.0,57600000.0,62400000.0,6.00E+07,70900000.0,54200000.0,62600000.0,61810000.0,729.4
1,2000000000000000.0,55,355,100,0.999,25,24200000.0,24400000.0,24300000.0,24400000.0,24100000.0,2.42E+07,24200000.0,24400000.0,24300000.0,24270000.0,349.4
1,2000000000000000.0,10,355,100,0.999,25,172000000.0,146000000.0,159000000.0,157000000.0,143000000.0,1.50E+08,156000000.0,144000000.0,150000000.0,152766666.7,824.5
1,800000000000000.0,55,532,100,2.995,300,19200.0,19200.0,19200.0,19100.0,19100.0,1.91E+04,19200.0,19200.0,19200.0,19163.33333,179.3
2,5000000000000000.0,55,532,100,4.493,300,120.0,120.0,120.0,122.0,122.0,1.22E+02,122.0,122.0,122.0,121.5666667,90.97
1,800000000000000.0,25,355,50,1.658,300,1050.0,1050.0,1050.0,1050.0,1050.0,1.05E+03,1050.0,1050.0,1050.0,1051.666667,195.6
1,500000000000000.0,55,532,100,4.493,300,8910.0,8920.0,8920.0,8910.0,8910.0,8.91E+03,8900.0,8910.0,8900.0,8908.333333,228.8
1,500000000000000.0,25,532,100,5.998,25,3550.0,3560.0,3550.0,3560.0,3560.0,3.56E+03,3560.0,3560.0,3560.0,3554.666667,265.6
1,800000000000000.0,10,532,50,4.501,25,483.0,484.0,483.0,484.0,484.0,4.84E+02,484.0,484.0,484.0,483.7,258.6
1,5000000000000000.0,25,532,100,1.497,300,38900000.0,39500000.0,39200000.0,39000000.0,38700000.0,3.88E+07,39600000.0,38600000.0,39100000.0,39043333.33,126.5
2,5000000000000000.0,55,355,50,2.326,25,94.5,94.5,94.5,94.4,94.5,9.44E+01,94.6,94.6,94.6,94.5,316.2
1,5000000000000000.0,10,355,100,0.997,300,17300000.0,17000000.0,17200000.0,17800000.0,17200000.0,1.75E+07,17300000.0,17300000.0,17300000.0,17300000.0,227.0
2,5000000000000000.0,10,532,100,2.998,300,445.0,445.0,445.0,444.0,444.0,4.44E+02,443.0,443.0,443.0,444.1333333,368.0
1,800000000000000.0,25,532,50,3.003,25,1310.0,1310.0,1310.0,1310.0,1310.0,1.31E+03,1300.0,1300.0,1300.0,1305.0,258.5
2,5000000000000000.0,55,532,100,1.497,300,2070000000.0,1210000000.0,1640000000.0,2750000000.0,852000000.0,1.80E+09,2850000000.0,796000000.0,1820000000.0,1753000000.0,251.4
2,5000000000000000.0,25,532,50,2.994,300,78.7,78.7,78.7,78.6,78.5,7.85E+01,78.4,78.3,78.4,78.51,148.3
2,5000000000000000.0,25,532,50,6.001,25,58.0,58.0,58.0,57.9,57.9,5.79E+01,58.0,58.0,58.0,57.98666667,63.66
2,5000000000000000.0,25,355,100,0.999,300,307000000.0,276000000.0,292000000.0,302000000.0,288000000.0,2.95E+08,313000000.0,282000000.0,298000000.0,294833333.3,422.9
2,5000000000000000.0,55,355,100,0.999,25,55700000.0,49300000.0,52500000.0,54500000.0,46300000.0,5.04E+07,51800000.0,50300000.0,51000000.0,51286666.67,2499.0
2,500000000000000.0,40,532,50,2.997,25,3030.0,3030.0,3030.0,3020.0,3030.0,3.03E+03,3030.0,3030.0,3030.0,3027.666667,647.1
1,800000000000000.0,40,532,50,6.003,300,331.0,332.0,332.0,332.0,332.0,3.32E+02,332.0,332.0,332.0,331.7666667,136.1
1,5000000000000000.0,25,532,50,4.503,300,45.3,45.3,45.3,45.1,45.1,4.51E+01,45.2,45.2,45.2,45.19,45.23
2,2000000000000000.0,10,532,50,6.003,300,113.0,113.0,113.0,113.0,113.0,1.13E+02,113.0,113.0,113.0,113.2666667,65.84
1,5000000000000000.0,40,532,100,2.999,299,241.0,241.0,241.0,243.0,243.0,2.43E+02,244.0,244.0,244.0,242.37,75.07
2,500000000000000.0,10,532,100,6.002,25,2820.0,2820.0,2820.0,2840.0,2840.0,2.84E+03,2820.0,2820.0,2820.0,2824.333333,671.9
2,500000000000000.0,40,532,50,6.001,300,752.0,753.0,752.0,776.0,776.0,7.76E+02,773.0,774.0,774.0,767.2666667,193.3
2,500000000000000.0,25,532,50,2.994,300,1240.0,1240.0,1240.0,1230.0,1240.0,1240.0,1240.0,1240.0,1240.0,1236.333333,335.4
1,5000000000000000.0,10,532,50,4.498,25,52.5,52.4,52.5,52.3,52.2,52.2,52.3,52.3,52.3,52.33333333,144.9
1,500000000000000.0,25,532,50,1.497,300,7920.0,7930.0,7920.0,7920.0,7930.0,7930.0,7860.0,7870.0,7860.0,7903.333333,277.6
1,800000000000000.0,10,355,50,1.002,25,5100000.0,6140000.0,5620000.0,6120000.0,6170000.0,6140000.0,6120000.0,6290000.0,6210000.0,5988000.0,736.7
2,500000000000000.0,25,532,100,6.003,300,897.0,897.0,897.0,896.0,896.0,896.0,897.0,895.0,896.0,896.3333333,217.6
2,5000000000000000.0,10,532,100,6.002,25,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,417.2
1,5000000000000000.0,40,355,100,0.998,25,48400000.0,44800000.0,46600000.0,50100000.0,39000000.0,44500000.0,44800000.0,46900000.0,45800000.0,45650000.0,319.0
1,2000000000000000.0,55,532,100,4.502,25,781.0,776.0,778.0,780.0,780.0,780.0,779.0,780.0,779.0,779.3666667,143.7
2,500000000000000.0,25,532,100,3.002,25,17400.0,17400.0,17400.0,17400.0,17400.0,17400.0,17400.0,17400.0,17400.0,17396.66667,1465.0
2,2000000000000000.0,25,532,100,5.998,25,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,261.6,305.2
2,2000000000000000.0,40,532,100,1.497,300,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,352.0
2,5000000000000000.0,55,355,50,1.658,300,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,146.6,137.4
1,800000000000000.0,40,355,50,1.658,300,2570.0,2580.0,2580.0,2560.0,2570.0,2570.0,2550.0,2550.0,2550.0,2563.333333,171.5
2,800000000000000.0,25,355,100,1.996,25,52000.0,52100.0,52100.0,52000.0,52100.0,52100.0,52100.0,52200.0,52100.0,52080.0,1603.0
2,5000000000000000.0,10,355,100,1.496,25,8570000.0,8530000.0,8550000.0,8500000.0,8430000.0,8460000.0,8490000.0,8480000.0,8480000.0,8499333.333,3822.0
1,2000000000000000.0,40,355,50,0.998,300,1510.0,1510.0,1510.0,1510.0,1510.0,1510.0,1510.0,1510.0,1510.0,1508.666667,123.0
2,2000000000000000.0,10,532,50,6.001,25,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,130.7666667,101.6
1,800000000000000.0,40,355,100,0.999,300,4200000000.0,922000000.0,2560000000.0,4150000000.0,819000000.0,2490000000.0,4080000000.0,894000000.0,2490000000.0,2511000000.0,200.5
2,2000000000000000.0,10,355,100,0.999,25,176000000.0,169000000.0,172000000.0,177000000.0,163000000.0,170000000.0,178000000.0,171000000.0,174000000.0,172066666.7,6552.0
2,500000000000000.0,40,532,50,5.999,25,1080.0,1080.0,1080.0,1080.0,1080.0,1080.0,1080.0,1080.0,1080.0,1081.0,218.1
2,800000000000000.0,25,532,100,1.497,300,4640000000.0,554000000.0,2600000000.0,4730000000.0,657000000.0,2700000000.0,4740000000.0,655000000.0,2700000000.0,2663666667.0,552.2
1,5000000000000000.0,55,532,50,1.497,25,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.2,232.9
2,5000000000000000.0,25,0,0,0.0,25,229000000.0,218000000.0,223000000.0,218000000.0,207000000.0,212000000.0,219000000.0,206000000.0,212000000.0,215766666.7,10110.0
1,5000000000000000.0,40,532,50,6.001,25,50.5,50.5,50.5,50.6,50.5,50.5,50.7,50.8,50.7,50.58,49.89
1,500000000000000.0,25,355,50,1.658,300,3620.0,3620.0,3620.0,3620.0,3620.0,3620.0,3620.0,3630.0,3630.0,3622.666667,258.1
2,800000000000000.0,25,532,50,6.003,300,262.0,262.0,262.0,263.0,263.0,263.0,262.0,262.0,262.0,262.2333333,133.1
2,5000000000000000.0,25,532,100,1.504,25,55000000.0,44200000.0,49600000.0,55600000.0,46600000.0,51100000.0,62800000.0,54100000.0,58500000.0,53020000.0,3140.0
1,5000000000000000.0,55,355,50,1.659,25,240.0,240.0,240.0,241.0,241.0,241.0,242.0,241.0,241.0,240.8666667,158.3
1,5000000000000000.0,25,355,50,0.998,300,340.0,339.0,339.0,339.0,339.0,339.0,340.0,340.0,340.0,339.4666667,116.6
1,500000000000000.0,25,355,50,2.326,25,3320.0,3310.0,3310.0,3310.0,3310.0,3310.0,3300.0,3300.0,3300.0,3306.666667,309.6
1,500000000000000.0,55,355,50,1.002,25,20500000.0,21100000.0,20800000.0,20200000.0,20300000.0,20200000.0,21300000.0,21000000.0,21200000.0,20730000.0,404.6
1,500000000000000.0,55,532,50,6.003,300,956.0,956.0,956.0,956.0,957.0,956.0,956.0,957.0,956.0,956.2,208.5
2,5000000000000000.0,25,355,100,1.496,300,25600.0,25500.0,25500.0,25700.0,25600.0,25600.0,25600.0,25600.0,25600.0,25576.66667,320.8
2,500000000000000.0,55,532,50,6.003,300,471.0,472.0,471.0,470.0,470.0,470.0,469.0,468.0,468.0,469.9666667,193.4
2,5000000000000000.0,40,355,50,0.998,299,381.0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,380.85,257.7
1,5000000000000000.0,55,355,100,0.999,300,2020000000.0,1030000000.0,1530000000.0,2120000000.0,978000000.0,1550000000.0,2100000000.0,909000000.0,1500000000.0,1526333333.0,102.0
2,2000000000000000.0,25,355,50,0.998,300,1060.0,1060.0,1060.0,1060.0,1060.0,1060.0,1060.0,1060.0,1060.0,1056.666667,392.5
2,800000000000000.0,25,355,50,2.997,25,683.0,683.0,683.0,684.0,683.0,683.0,683.0,683.0,683.0,683.2,417.8
1,800000000000000.0,25,355,100,1.496,300,103000.0,103000.0,103000.0,103000.0,103000.0,103000.0,103000.0,103000.0,103000.0,102966.6667,218.2
2,2000000000000000.0,55,355,100,0.498,25,95200000.0,90100000.0,92700000.0,98600000.0,86800000.0,92700000.0,97800000.0,78300000.0,88000000.0,91120000.0,4361.0
1,2000000000000000.0,55,532,100,6.003,300,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,154.9666667,80.04
1,2000000000000000.0,10,532,100,1.504,25,144000000.0,148000000.0,146000000.0,149000000.0,137000000.0,143000000.0,155000000.0,134000000.0,145000000.0,144700000.0,778.1
1,800000000000000.0,25,532,50,1.497,25,10900.0,11000.0,10900.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0,10966.66667,415.4
2,2000000000000000.0,25,355,50,2.327,300,171.0,171.0,171.0,171.0,172.0,172.0,171.0,171.0,171.0,171.2333333,179.1
1,2000000000000000.0,25,355,50,1.658,300,332.0,332.0,332.0,332.0,333.0,332.0,332.0,332.0,332.0,332.3333333,125.5
2,500000000000000.0,40,532,50,1.498,300,8890.0,8900.0,8890.0,8920.0,8930.0,8920.0,8930.0,8940.0,8930.0,8914.666667,425.4
1,5000000000000000.0,40,532,50,2.996,302,76.2,76.2,76.2,76.3,76.3,76.3,76.4,76.4,76.4,76.3,61.43
2,500000000000000.0,25,355,100,1.996,25,2500000.0,2570000.0,2540000.0,2420000.0,2490000.0,2460000.0,2420000.0,2490000.0,2450000.0,2482000.0,1693.0
1,800000000000000.0,25,355,100,0.999,300,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,236.3
2,500000000000000.0,40,355,100,0.497,25,105000000.0,97100000.0,101000000.0,113000000.0,94100000.0,104000000.0,105000000.0,102000000.0,104000000.0,102733333.3,4602.0
1,800000000000000.0,55,355,100,1.996,25,1450000.0,1460000.0,1460000.0,1450000.0,1460000.0,1460000.0,1460000.0,1460000.0,1460000.0,1457333.333,286.9
1,500000000000000.0,25,532,50,2.994,300,2340.0,2340.0,2340.0,2340.0,2350.0,2350.0,2350.0,2350.0,2350.0,2347.0,241.3
1,800000000000000.0,40,532,100,6.003,300,926.0,926.0,926.0,926.0,926.0,926.0,926.0,926.0,926.0,926.0,142.6
2,500000000000000.0,55,355,50,0.998,300,17300.0,17300.0,17300.0,17400.0,17400.0,17400.0,17400.0,17400.0,17400.0,17343.33333,390.1
2,500000000000000.0,10,532,100,1.496,25,137000000.0,123000000.0,130000000.0,132000000.0,131000000.0,132000000.0,130000000.0,120000000.0,125000000.0,128833333.3,6382.0
2,2000000000000000.0,40,355,50,2.997,25,184.0,184.0,184.0,183.0,183.0,183.0,183.0,183.0,183.0,183.2,258.3
1,5000000000000000.0,10,355,50,1.659,25,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,148.9,371.3
1,800000000000000.0,10,355,50,0.998,300,3430.0,3470.0,3470.0,3460.0,3460.0,3460.0,3460.0,3470.0,3460.0,3463.333333,315.6
1,800000000000000.0,10,355,100,0.999,25,117000000.0,102000000.0,109000000.0,122000000.0,114000000.0,118000000.0,114000000.0,109000000.0,112000000.0,112833333.3,911.5
2,5000000000000000.0,55,532,100,1.504,25,44400000.0,43200000.0,43800000.0,43500000.0,42700000.0,43100000.0,43400000.0,42000000.0,42700000.0,43200000.0,2227.0
1,500000000000000.0,25,532,100,6.003,300,1960.0,1100.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1959.0,202.4
1,800000000000000.0,40,532,100,2.995,300,6920.0,6930.0,6920.0,6930.0,6940.0,6940.0,6930.0,6940.0,6930.0,6931.0,173.2
2,5000000000000000.0,10,532,50,4.501,300,58.3,58.3,58.3,58.5,58.5,58.5,58.3,58.3,58.3,58.34333333,54.9
1,2000000000000000.0,25,532,100,1.504,25,46500000.0,49500000.0,48000000.0,44400000.0,40800000.0,42600000.0,44200000.0,43000000.0,43600000.0,44740000.0,430.7
1,2000000000000000.0,55,0,0,0.0,25,82300000.0,75800000.0,79100000.0,82800000.0,76200000.0,79500000.0,104000000.0,76800000.0,90500000.0,83016666.67,640.1
2,800000000000000.0,55,532,50,6.003,300,272.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,270.8,133.3
1,800000000000000.0,10,355,50,1.658,300,956.0,957.0,957.0,956.0,956.0,956.0,955.0,955.0,955.0,955.8333333,265.4
2,5000000000000000.0,25,532,100,4.502,25,145.0,145.0,145.0,145.0,145.0,145.0,145.0,146.0,145.0,145.2,497.9
1,5000000000000000.0,25,355,100,0.999,25,42900000.0,40300000.0,41600000.0,44500000.0,38800000.0,41600000.0,44500000.0,41200000.0,42900000.0,42023333.33,414.0
1,5000000000000000.0,25,0,0,0.0,25,183000000.0,185000000.0,184000000.0,195000000.0,191000000.0,193000000.0,212000000.0,185000000.0,199000000.0,192000000.0,791.4
1,800000000000000.0,10,355,50,2.997,25,839.0,840.0,839.0,839.0,838.0,839.0,837.0,837.0,836.0,838.0666667,288.5
1,500000000000000.0,10,532,100,6.002,25,3610.0,3620.0,3620.0,3620.0,3620.0,3620.0,3620000.0,3620.0,3620.0,3617.666667,343.1
1,800000000000000.0,10,532,100,4.493,300,858.0,860.0,859.0,856.0,857.0,856.0,847.0,848.0,847.0,854.0666667,207.5
2,800000000000000.0,10,532,50,1.497,300,1750.0,1750.0,1750.0,1760.0,1760.0,1760.0,1750.0,1750.0,1750.0,1753.0,708.7
1,2000000000000000.0,40,532,100,4.502,25,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,501.9666667,142.7
2,800000000000000.0,25,355,100,0.999,300,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,584.1
2,5000000000000000.0,10,355,50,2.998,25,81.2,81.2,81.2,79.9,79.9,79.9,80.1,80.1,80.1,80.38333333,461.5
1,2000000000000000.0,40,355,100,0.496,300,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,151.1
1,500000000000000.0,25,355,100,1.996,25,636000.0,639000.0,638000.0,636000.0,637000.0,637000.0,638000.0,639000.0,638000.0,637400.0,412.5
2,5000000000000000.0,55,355,100,1.502,25,10100.0,10100.0,10100.0,9980.0,10000.0,10000.0,10200.0,10300.0,10300.0,10105.33333,1437.0
2,500000000000000.0,25,532,50,3.003,25,2610.0,2620.0,2610.0,2610.0,2610.0,2610.0,2610.0,2610.0,2610.0,2611.666667,822.8
1,500000000000000.0,25,532,50,3.003,25,3890.0,3910.0,3900.0,3900.0,3900.0,3900.0,3890.0,3890.0,3890.0,3897.333333,319.8
1,5000000000000000.0,40,355,50,2.994,303,54.0,53.9,53.9,53.9,53.9,53.9,53.7,53.7,53.7,53.85,47.81
2,500000000000000.0,25,355,100,0.999,25,55700000.0,45100000.0,50400000.0,41500000.0,49900000.0,45700000.0,56700000.0,46400000.0,51500000.0,49196666.67,3888.0
1,800000000000000.0,40,532,50,4.503,300,256.0,256.0,256.0,255.0,255.0,255.0,255.0,255.0,255.0,255.2666667,141.3
1,5000000000000000.0,10,355,50,2.998,25,65.1,65.0,65.0,64.9,64.8,64.9,64.6,64.6,64.6,64.82,173.3
1,5000000000000000.0,55,532,50,6.001,25,54.4,54.4,54.4,54.0,54.1,54.1,54.3,54.3,54.3,54.24666667,51.87
1,500000000000000.0,55,355,50,2.997,25,4520.0,4520.0,4520.0,4520.0,4520.0,4520.0,4510.0,4520.0,4520.0,4519.0,249.7
2,500000000000000.0,25,532,50,6.003,300,458.0,458.0,458.0,459.0,459.0,459.0,459.0,459.0,459.0,458.6666667,193.1
2,2000000000000000.0,25,532,50,1.497,25,1590.0,1590.0,1590.0,1590.0,1590.0,1590.0,1590.0,1590.0,1590.0,1592.333333,2161.0
2,500000000000000.0,25,532,100,1.504,25,26200000.0,44500000.0,50400000.0,41200000.0,48400000.0,44800000.0,62000000.0,45700000.0,53900000.0,49686666.67,3552.0
1,5000000000000000.0,40,532,100,5.997,25,100.0,100.0,100.0,101.0,101.0,101.0,101.0,101.0,101.0,100.68,78.92
1,2000000000000000.0,10,532,50,3.003,25,279.0,279.0,279.0,279.0,278.0,279.0,279.0,279.0,279.0,278.6,308.2
2,2000000000000000.0,55,532,100,1.497,300,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,295.4
2,2000000000000000.0,10,532,50,2.994,300,186.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,280.8
1,500000000000000.0,40,532,100,1.498,300,1660000000.0,799000000.0,1230000000.0,1890000000.0,750000000.0,1320000000.0,1910000000.0,760000000.0,1340000000.0,1295333333.0,255.2
1,5000000000000000.0,10,532,100,1.498,300,20700000.0,20800000.0,20800000.0,20500000.0,20700000.0,20600000.0,2080000.0,20700000.0,20700000.0,20696666.67,218.2
1,2000000000000000.0,25,355,100,1.998,300,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1129.666667,133.6
1,2000000000000000.0,55,532,100,1.504,25,23400000.0,23700000.0,23600000.0,23900000.0,23400000.0,23600000.0,23900000.0,23100000.0,23500000.0,23570000.0,331.3
2,2000000000000000.0,25,532,50,6.003,300,111.0,111.0,111.0,109.0,109.0,109.0,109.0,109.0,109.0,109.5333333,65.82
2,800000000000000.0,40,532,100,6.003,300,449.0,447.0,448.0,445.0,445.0,445.0,444.0,444.0,444.0,445.7,150.1
1,2000000000000000.0,10,355,100,0.498,25,423000000.0,412000000.0,417000000.0,421000000.0,416000000.0,419000000.0,418000000.0,413000000.0,415000000.0,417100000.0,1123.0
2,500000000000000.0,10,532,100,2.996,25,143000.0,143000.0,143000.0,144000.0,143000.0,143000.0,146000.0,146000.0,146000.0,144133.3333,2501.0
2,500000000000000.0,10,355,100,1.998,25,9860000.0,14400000.0,12100000.0,15200000.0,13700000.0,14400000.0,13800000.0,13700000.0,13700000.0,13436666.67,2902.0
1,800000000000000.0,10,355,100,0.999,300,206000000.0,221000000.0,213000000.0,229000000.0,212000000.0,220000000.0,220000000.0,211000000.0,216000000.0,216300000.0,344.9
2,800000000000000.0,40,355,100,0.498,25,111000000.0,102000000.0,106000000.0,104000000.0,110000000.0,107000000.0,119000000.0,99600000.0,109000000.0,107400000.0,4545.0
1,5000000000000000.0,10,355,50,2.327,300,68.5,68.4,68.4,68.5,68.4,68.4,68.5,68.5,68.5,68.46,107.6
1,500000000000000.0,10,532,50,2.997,25,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3.65,3650.0,3650.0,3651.333333,457.6
1,2000000000000000.0,40,532,100,2.995,300,683.0,683.0,683.0,685.0,685.0,685.0,687.0,687.0,687.0,685.1333333,106.4
1,5000000000000000.0,25,355,50,2.997,25,62.4,62.5,62.5,62.2,62.2,62.2,62.1,62.1,62.1,62.24,104.7
2,5000000000000000.0,25,532,100,2.995,300,282.0,282.0,282.0,282.0,282.0,282.0,281.0,281.0,281.0,281.8333333,222.6
2,800000000000000.0,40,532,50,2.994,300,580.0,580.0,580.0,579.0,579.0,579.0,580.0,580.0,580.0,579.5333333,227.5
1,800000000000000.0,10,355,100,1.496,300,2350000.0,2310000.0,2330000.0,2340000.0,2320000.0,2330000.0,2360000.0,2330000.0,2350000.0,2337000.0,310.1
1,2000000000000000.0,25,532,50,4.501,25,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,117.7333333,124.6
1,800000000000000.0,25,532,100,4.493,300,958.0,959.0,959.0,958.0,958.0,958.0,959.0,959.0,959.0,958.5,169.5
2,2000000000000000.0,25,355,50,2.998,301,133.0,133.0,133.0,133.0,133.0,133.0,132.0,132.0,132.0,132.8,105.5
1,500000000000000.0,10,532,50,4.501,300,826.0,826.0,826.0,828.0,828.0,828.0,826.0,827.0,827.0,826.8,202.4
1,2000000000000000.0,10,532,50,2.994,300,179.0,178.0,179.0,178.0,178.0,178.0,179.0,179.0,179.0,178.4333333,148.6
2,500000000000000.0,10,532,50,6.001,300,765.0,767.0,766.0,764.0,764.0,764.0,765.0,765.0,765.0,765.1,193.2
1,5000000000000000.0,40,355,100,1.999,298,341.0,341.0,341.0,340.0,340.0,340.0,341.0,341.0,341.0,340.65,79.43
2,500000000000000.0,10,355,50,1.002,25,3220000.0,3290000.0,3260000.0,4970000.0,4980000.0,4970000.0,4970000.0,4980000.0,4970000.0,4401000.0,4739.0
1,5000000000000000.0,10,532,100,2.996,25,384.0,383.0,384.0,383.0,383.0,383.0,381.0,381.0,381.0,382.5666667,400.5
2,500000000000000.0,25,355,50,0.998,300,6210.0,6220.0,6210.0,6200.0,6210.0,6210.0,6210.0,6210.0,6210.0,6208.666667,556.4
1,2000000000000000.0,40,532,100,1.497,300,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,130.6
2,800000000000000.0,10,532,100,5.998,25,1040.0,1040.0,1040.0,1040.0,1040.0,1040.0,1040.0,1040.0,1040.0,1042.666667,589.3
2,800000000000000.0,55,355,100,0.498,25,77200000.0,73200000.0,75200000.0,78700000.0,68400000.0,73500000.0,78500000.0,71900000.0,75200000.0,74640000.0,4137.0
1,500000000000000.0,25,0,0,0.0,25,127000000.0,123000000.0,125000000.0,137000000.0,130000000.0,133000000.0,139000000.0,131000000.0,135000000.0,131066666.7,953.0
1,5000000000000000.0,10,355,100,1.496,25,953000.0,954000.0,954000.0,947000.0,946000.0,947000.0,945000.0,945000.0,945000.0,948200.0,575.1
1,500000000000000.0,10,532,100,1.498,300,1650000000.0,762000000.0,1210000000.0,1830000000.0,637000000000.0,1230000000.0,1800000000.0,622000000.0,1210000000.0,1217000000.0,405.1
2,500000000000000.0,25,355,100,0.498,25,175000000.0,165000000.0,170000000.0,174000000.0,162000000.0,168000000.0,187000000.0,164000000.0,176000000.0,171366666.7,6273.0
1,800000000000000.0,10,532,100,6.003,300,549.0,551.0,550.0,548.0,549.0,548.0,549.0,549.0,549.0,549.2,144.2
2,500000000000000.0,55,355,100,0.999,300,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,449.6
1,500000000000000.0,25,532,100,4.502,25,4020.0,4030.0,4030.0,4020.0,4030.0,4030.0,4030.0,4030.0,4030.0,4027.333333,309.6
2,800000000000000.0,25,355,100,1.496,300,56900.0,57100.0,57000.0,56600.0,56700.0,56700.0,56900.0,56900.0,56900.0,56836.66667,467.8
1,5000000000000000.0,25,532,50,6.001,25,49.4,49.4,49.4,49.3,49.2,49.3,49.0,49.0,49.0,49.21,50.31
2,800000000000000.0,10,355,50,0.998,300,2950.0,2950.0,2950.0,3020.0,3020.0,3020.0,2990.0,2990.0,2990.0,2989.333333,767.1
1,800000000000000.0,10,532,50,4.503,300,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,260.9,142.6
2,2000000000000000.0,55,355,50,0.998,300,1460.0,1470.0,1460.0,1460.0,1460.0,1460.0,1460.0,1460.0,1460.0,1460.0,256.3
2,5000000000000000.0,55,355,50,1.659,25,184.0,184.0,184.0,186.0,186.0,186.0,186.0,186.0,186.0,185.1,649.0
1,2000000000000000.0,10,355,50,0.998,300,878.0,878.0,878.0,874.0,874.0,874.0,875.0,876.0,876.0,875.7,237.6
1,2000000000000000.0,10,532,50,6.003,300,104.0,104.0,104.0,102.0,102.0,102.0,102.0,102.0,102.0,102.5,68.65
2,500000000000000.0,55,0,0,0.0,25,85100000.0,80500000.0,82800000.0,93400000.0,83000000.0,88200000.0,77100000.0,84800000.0,81000000.0,83980000.0,7021.0
1,800000000000000.0,40,532,100,1.497,300,3510000000.0,856000000.0,2190000000.0,3580000000.0,903000000.0,2240000000.0,3500000000.0,840000000.0,2170000000.0,2198333333.0,197.1
2,2000000000000000.0,55,355,100,1.996,25,8820.0,8830.0,8830.0,8800.0,8810.0,8810.0,8780.0,8780.0,8780.0,8803.333333,935.3
1,2000000000000000.0,40,355,100,1.996,25,16300.0,16300.0,16700.0,16300.0,16300.0,16300.0,16200.0,16200.0,16200.0,16396.66667,218.9
1,2000000000000000.0,25,532,50,1.497,25,1690.0,1590.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.333333,343.5
1,5000000000000000.0,55,355,50,2.997,25,71.3,71.3,71.3,71.0,71.0,71.0,71.0,70.9,71.0,71.1,83.48
1,5000000000000000.0,25,355,100,1.496,300,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.333333,113.9
1,5000000000000000.0,40,532,100,5.996,299,63.8,63.8,63.8,64.0,64.0,64.0,64.0,64.0,64.0,63.93,46.43
1,800000000000000.0,40,532,100,3.002,25,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28000.0,28000.0,28000.0,28043.33333,268.5
2,800000000000000.0,40,532,50,3.003,25,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1182.666667,578.1
1,5000000000000000.0,25,355,50,2.327,300,62.7,62.7,62.7,62.8,62.8,62.8,62.8,62.8,62.8,62.77,72.06
